118 	Hofstra 	33 	10 	23 	.303 	-6.36 	-1.69 	5 	11 	8 	8 	2 	15 	2260 	2414 		65.3 	111.5 	.412 	.351 	.552 	48.1 	52.4 	9.4 	9.7 	.519 	13.3 	29.4 	.282
119 	Holy Cross 	32 	19 	13 	.594 	-1.17 	-3.04 	12 	6 	9 	4 	10 	9 	2143 	2083 		63.8 	101.3 	.311 	.319 	.535 	48.6 	54.8 	8.4 	9.0 	.499 	16.6 	26.9 	.229
120 	Houston Baptist 	31 	6 	25 	.194 	-16.94 	-4.94 	2 	16 	5 	10 	1 	15 	2091 	2373 		70.2 	108.1 	.428 	.300 	.538 	50.9 	47.9 	10.4 	11.1 	.499 	14.5 	32.9 	.296
121 	Houston 	31 	16 	15 	.516 	2.77 	4.03 	8 	10 	13 	6 	3 	9 	2212 	2251 		67.1 	107.9 	.343 	.308 	.532 	51.1 	51.5 	9.7 	9.2 	.499 	14.3 	36.3 	.238
122 	Howard 	31 	7 	24 	.226 	-15.96 	-4.99 	5 	11 	4 	7 	3 	17 	1921 	2205 		67.2 	104.6 	.538 	.377 	.543 	52.0 	59.6 	10.5 	12.9 	.495 	18.7 	34.9 	.375
123 	Idaho State 	29 	11 	18 	.379 	-5.66 	-3.95 	8 	12 	9 	4 	2 	14 	2054 	2036 		64.5 	107.5 	.346 	.429 	.560 	47.7 	54.4 	8.1 	12.8 	.533 	17.2 	30.7 	.237
124 	Idaho 	31 	14 	17 	.452 	-5.88 	-3.38 	7 	9 	9 	6 	5 	11 	2259 	2320 		67.2 	110.0 	.410 	.323 	.545 	49.5 	49.4 	7.2 	8.8 	.512 	13.3 	32.1 	.279
125 	Illinois-Chicago 	31 	6 	25 	.194 	-6.79 	1.00 	1 	15 	4 	13 	2 	12 	2071 	2248 		66.5 	109.0 	.483 	.325 	.566 	49.6 	56.1 	8.9 	12.4 	.528 	15.5 	25.8 	.336
126 	Illinois State 	31 	16 	15 	.516 	1.17 	2.10 	9 	9 	13 	5 	3 	10 	2135 	2146 		67.9 	100.8 	.428 	.363 	.527 	52.1 	59.7 	7.8 	9.4 	.489 	17.7 	31.0 	.290
127 	Illinois 	31 	18 	13 	.581 	10.50 	8.57 	7 	11 	12 	7 	6 	6 	2006 	1946 		63.2 	99.0 	.328 	.341 	.513 	49.8 	47.9 	8.1 	10.1 	.479 	16.3 	28.6 	.229
128 	Incarnate Word 	27 	21 	6 	.778 	-8.09 	-10.35 	9 	5 	14 	1 	7 	5 	2216 	1935 		73.5 	97.1 	.336 	.308 	.494 	47.1 	50.4 	10.2 	7.7 	.456 	15.6 	34.4 	.234
129 	Indiana State 	33 	23 	10 	.697 	3.79 	0.98 	12 	6 	14 	4 	9 	6 	2345 	2237 		66.1 	102.5 	.429 	.336 	.534 	49.3 	54.0 	9.0 	9.4 	.494 	15.6 	27.9 	.298
130 	Indiana 	31 	17 	14 	.548 	12.09 	6.93 	7 	11 	15 	5 	2 	9 	2258 	2098 		68.9 	97.8 	.353 	.332 	.503 	44.4 	43.6 	10.7 	12.3 	.462 	15.7 	30.9 	.251
131 	Iona 	32 	22 	10 	.688 	5.85 	-0.43 	17 	3 	12 	3 	10 	7 	2672 	2471 		70.9 	108.5 	.297 	.302 	.532 	53.5 	49.6 	6.6 	7.8 	.506 	14.3 	40.1 	.203
132 	Iowa State 	30 	23 	7 	.767 	18.80 	9.80 	11 	7 	16 	1 	7 	6 	2476 	2206 		72.1 	100.0 	.305 	.340 	.504 	49.4 	51.9 	7.3 	8.2 	.466 	14.2 	31.4 	.221
133 	Iowa 	31 	20 	11 	.645 	20.22 	7.76 	9 	9 	15 	5 	5 	6 	2562 	2176 		70.6 	98.3 	.349 	.369 	.507 	45.0 	52.3 	9.1 	9.2 	.469 	16.4 	31.3 	.244
134 	IPFW 	33 	24 	9 	.727 	0.46 	-3.84 	10 	4 	16 	2 	8 	7 	2525 	2298 		67.1 	103.3 	.306 	.321 	.543 	47.2 	47.3 	8.6 	7.6 	.512 	16.5 	29.2 	.219
135 	IUPUI 	32 	6 	26 	.188 	-13.83 	-0.86 	1 	13 	5 	10 	1 	16 	2126 	2383 		66.9 	111.1 	.329 	.287 	.559 	53.3 	53.9 	9.2 	7.8 	.522 	13.5 	29.9 	.248
136 	Jackson State 	30 	11 	19 	.367 	-10.36 	-7.66 	7 	11 	6 	6 	5 	13 	1966 	2047 		67.7 	100.0 	.554 	.369 	.536 	48.6 	52.6 	10.5 	11.4 	.493 	18.6 	28.5 	.366
137 	Jacksonville State 	31 	10 	21 	.323 	-11.95 	-5.12 	4 	12 	7 	6 	3 	15 	2014 	2176 		63.7 	110.2 	.468 	.277 	.571 	52.4 	51.9 	9.1 	9.6 	.531 	16.7 	28.8 	.334
138 	Jacksonville 	30 	12 	18 	.400 	-11.87 	-4.87 	8 	10 	10 	5 	2 	13 	2231 	2385 		70.7 	112.4 	.378 	.348 	.576 	51.8 	53.7 	9.7 	8.3 	.549 	16.5 	32.8 	.262
139 	James Madison 	31 	11 	20 	.355 	-7.37 	-1.91 	6 	10 	6 	8 	5 	12 	1961 	2130 		64.7 	105.7 	.444 	.390 	.533 	51.0 	51.8 	8.6 	7.7 	.491 	15.8 	32.1 	.309
140 	Kansas State 	31 	20 	11 	.645 	12.88 	8.55 	10 	8 	17 	2 	3 	9 	2146 	2012 		65.5 	98.0 	.459 	.314 	.498 	48.8 	52.3 	9.7 	10.4 	.450 	16.3 	32.3 	.314
141 	Kansas 	31 	23 	8 	.742 	21.77 	11.90 	14 	4 	17 	2 	6 	6 	2467 	2161 		68.7 	101.0 	.469 	.311 	.511 	44.8 	52.2 	9.4 	8.7 	.468 	14.6 	35.0 	.315
142 	Kennesaw State 	31 	6 	25 	.194 	-16.10 	-4.00 	3 	15 	4 	11 	2 	14 	2016 	2304 		68.2 	108.9 	.463 	.295 	.556 	52.1 	45.7 	12.0 	9.7 	.507 	16.4 	33.4 	.343
143 	Kent State 	32 	16 	16 	.500 	-1.20 	-1.33 	7 	11 	11 	7 	5 	9 	2228 	2188 		66.6 	102.0 	.475 	.323 	.535 	50.7 	54.1 	8.9 	9.7 	.485 	17.5 	29.3 	.343
144 	Kentucky 	31 	22 	9 	.710 	17.42 	8.19 	12 	6 	17 	3 	5 	6 	2366 	2080 		67.2 	98.7 	.370 	.290 	.490 	43.3 	44.4 	8.3 	7.6 	.447 	14.0 	33.4 	.258
145 	La Salle 	30 	15 	15 	.500 	4.67 	5.00 	7 	9 	11 	7 	4 	8 	2028 	2038 		65.4 	102.1 	.320 	.279 	.515 	49.8 	56.1 	8.8 	12.7 	.478 	15.4 	30.9 	.231
146 	Lafayette 	31 	11 	20 	.355 	-7.16 	-2.89 	6 	12 	6 	7 	5 	13 	2212 	2315 		65.5 	113.0 	.367 	.373 	.574 	52.7 	52.0 	9.4 	8.6 	.540 	15.7 	35.7 	.267
147 	Lamar 	30 	4 	26 	.133 	-16.15 	-5.59 	3 	15 	3 	11 	1 	15 	2001 	2318 		69.4 	111.4 	.385 	.298 	.567 	53.2 	55.5 	10.7 	9.8 	.545 	16.0 	34.5 	.250
148 	Lehigh 	32 	14 	18 	.438 	-6.13 	-3.44 	7 	11 	10 	6 	4 	12 	2121 	2207 		65.5 	103.6 	.311 	.332 	.514 	52.4 	60.9 	8.8 	10.3 	.481 	14.4 	35.3 	.217
149 	Liberty 	32 	11 	21 	.344 	-10.30 	-7.51 	5 	11 	8 	9 	3 	12 	2250 	2234 		65.4 	106.7 	.363 	.386 	.538 	45.2 	50.6 	9.9 	11.4 	.499 	13.9 	30.1 	.262
150 	Lipscomb 	30 	15 	15 	.500 	-8.33 	-5.26 	10 	8 	7 	5 	8 	10 	2276 	2355 		71.0 	109.6 	.479 	.400 	.578 	53.1 	52.7 	8.7 	9.8 	.542 	17.6 	28.8 	.335
151 	Long Beach State 	30 	14 	16 	.467 	2.36 	3.89 	10 	6 	9 	6 	5 	10 	2093 	2117 		66.5 	104.8 	.369 	.361 	.536 	48.8 	52.4 	8.2 	9.5 	.501 	16.4 	29.8 	.258
152 	Long Island University 	29 	9 	20 	.310 	-13.33 	-5.23 	4 	12 	5 	7 	4 	13 	2080 	2315 		68.5 	116.0 	.309 	.357 	.570 	51.6 	58.4 	9.9 	9.7 	.546 	13.4 	33.0 	.215
153 	Longwood 	32 	8 	24 	.250 	-20.28 	-5.53 	3 	13 	5 	11 	3 	13 	2235 	2570 		69.7 	115.2 	.430 	.387 	.584 	54.5 	60.7 	8.5 	12.9 	.544 	16.2 	34.1 	.320
154 	Louisiana-Lafayette 	31 	20 	11 	.645 	3.13 	-0.59 	11 	7 	14 	2 	6 	9 	2523 	2319 		71.6 	102.4 	.435 	.295 	.530 	48.1 	45.1 	8.8 	13.0 	.488 	17.1 	33.1 	.302
155 	Louisiana-Monroe 	26 	10 	16 	.385 	-4.63 	0.69 	7 	11 	6 	6 	4 	10 	1673 	1783 		65.1 	103.4 	.370 	.355 	.519 	50.2 	52.9 	11.1 	10.9 	.489 	14.5 	32.0 	.243
156 	Louisiana State 	30 	18 	12 	.600 	10.54 	6.28 	9 	9 	14 	4 	4 	8 	2267 	2139 		70.8 	99.4 	.386 	.291 	.507 	47.6 	45.1 	9.6 	8.5 	.461 	16.0 	32.2 	.277
157 	Louisiana Tech 	31 	25 	6 	.806 	12.84 	-2.33 	13 	3 	15 	2 	10 	4 	2521 	2019 		72.1 	90.0 	.388 	.278 	.486 	47.9 	46.1 	8.0 	8.1 	.447 	20.0 	29.5 	.258
158 	Louisville 	31 	26 	5 	.839 	24.12 	4.15 	15 	3 	16 	3 	10 	2 	2535 	1916 		69.1 	89.4 	.399 	.307 	.487 	48.1 	49.3 	6.3 	7.2 	.443 	21.7 	32.4 	.273
159 	Loyola (IL) 	32 	10 	22 	.313 	-4.48 	-0.87 	4 	14 	9 	6 	1 	16 	2105 	2199 		63.2 	107.1 	.412 	.330 	.551 	51.4 	52.0 	10.4 	8.7 	.513 	15.9 	32.5 	.290
160 	Loyola Marymount 	32 	13 	19 	.406 	0.05 	4.57 	4 	14 	9 	8 	4 	11 	2345 	2468 		71.1 	109.7 	.427 	.293 	.562 	51.8 	54.2 	8.7 	9.0 	.520 	16.9 	33.1 	.313
161 	Loyola (MD) 	30 	11 	19 	.367 	-10.21 	-2.87 	6 	12 	7 	7 	4 	12 	1957 	2158 		65.5 	108.5 	.407 	.312 	.563 	53.8 	57.0 	8.1 	10.5 	.522 	17.9 	32.1 	.299
162 	Maine 	29 	6 	23 	.207 	-17.36 	-4.50 	4 	12 	5 	10 	1 	13 	2091 	2404 		74.2 	111.3 	.387 	.320 	.557 	54.8 	53.9 	9.9 	8.9 	.526 	15.3 	35.5 	.265
163 	Manhattan 	32 	25 	7 	.781 	5.72 	-1.66 	15 	5 	11 	3 	14 	4 	2476 	2240 		70.3 	97.3 	.525 	.279 	.511 	49.0 	52.9 	8.5 	11.8 	.456 	18.9 	33.5 	.366
164 	Marist 	31 	12 	19 	.387 	-4.92 	-1.24 	9 	11 	9 	7 	3 	12 	2119 	2233 		67.4 	105.2 	.383 	.316 	.540 	52.1 	50.3 	9.6 	8.3 	.506 	16.9 	31.6 	.264
165 	Marquette 	31 	17 	14 	.548 	11.01 	7.34 	9 	9 	12 	6 	5 	8 	2245 	2131 		66.4 	100.2 	.385 	.374 	.523 	47.8 	60.9 	7.9 	11.4 	.490 	17.0 	29.7 	.257
166 	Marshall 	31 	10 	21 	.323 	-3.80 	-0.87 	4 	12 	8 	9 	2 	12 	2264 	2243 		70.0 	102.5 	.410 	.329 	.522 	50.7 	54.5 	9.1 	9.2 	.492 	16.3 	32.4 	.262
167 	Maryland-Baltimore County 	30 	9 	21 	.300 	-13.89 	-6.23 	5 	11 	8 	5 	1 	16 	1968 	2185 		68.3 	103.9 	.575 	.357 	.562 	52.0 	57.4 	10.7 	10.3 	.512 	19.4 	27.3 	.405
168 	Maryland-Eastern Shore 	30 	6 	24 	.200 	-16.71 	-6.28 	4 	12 	5 	9 	1 	15 	1996 	2251 		66.9 	112.2 	.430 	.328 	.572 	52.1 	57.9 	8.4 	8.3 	.535 	16.7 	31.3 	.307
169 	Maryland 	31 	17 	14 	.548 	11.55 	8.13 	9 	9 	14 	4 	3 	10 	2205 	2099 		67.7 	98.8 	.422 	.326 	.512 	47.3 	50.3 	9.1 	10.4 	.471 	16.2 	28.5 	.286
170 	Massachusetts-Lowell 	28 	10 	18 	.357 	-13.39 	-4.20 	8 	8 	6 	6 	4 	12 	1718 	1938 		64.5 	106.8 	.345 	.344 	.534 	53.7 	62.3 	9.9 	8.6 	.499 	15.8 	35.5 	.245
171 	Massachusetts 	30 	23 	7 	.767 	11.81 	5.97 	10 	6 	13 	2 	10 	5 	2293 	2118 		71.6 	98.3 	.362 	.268 	.496 	47.9 	55.5 	8.4 	12.5 	.459 	15.8 	35.3 	.246
172 	McNeese State 	30 	11 	19 	.367 	-13.01 	-3.69 	9 	9 	8 	3 	3 	16 	2049 	2292 		69.2 	109.5 	.367 	.350 	.545 	51.9 	57.7 	9.9 	8.8 	.508 	15.7 	33.6 	.265
173 	Memphis 	31 	23 	8 	.742 	13.99 	6.46 	12 	6 	17 	2 	6 	6 	2430 	2181 		71.1 	98.1 	.336 	.290 	.503 	48.1 	51.7 	11.2 	9.0 	.475 	17.5 	36.4 	.217
174 	Mercer 	34 	26 	8 	.765 	5.03 	-4.71 	14 	4 	17 	1 	9 	7 	2695 	2256 		66.0 	96.8 	.392 	.378 	.499 	46.3 	52.3 	8.3 	9.1 	.456 	16.2 	31.9 	.270
175 	Miami (FL) 	31 	16 	15 	.516 	8.23 	5.97 	7 	11 	8 	8 	8 	7 	1914 	1844 		58.2 	100.2 	.308 	.367 	.498 	48.5 	53.1 	8.3 	8.5 	.469 	14.5 	31.8 	.204
176 	Miami (OH) 	30 	13 	17 	.433 	-3.63 	0.75 	8 	10 	8 	6 	5 	11 	1968 	2097 		67.0 	103.6 	.324 	.405 	.563 	52.3 	60.6 	9.0 	13.0 	.540 	19.4 	28.9 	.219
177 	Michigan State 	31 	23 	8 	.742 	19.52 	9.10 	12 	6 	15 	4 	8 	4 	2363 	2040 		66.7 	97.5 	.393 	.368 	.508 	46.7 	50.1 	8.9 	8.7 	.463 	16.4 	30.2 	.279
178 	Michigan 	30 	23 	7 	.767 	19.66 	9.39 	15 	3 	14 	2 	9 	5 	2264 	1956 		63.4 	101.9 	.279 	.321 	.526 	48.8 	48.7 	7.6 	6.5 	.494 	15.3 	29.9 	.203
179 	Middle Tennessee 	31 	23 	8 	.742 	4.89 	-0.81 	13 	3 	14 	2 	9 	6 	2208 	1943 		66.1 	94.1 	.441 	.315 	.506 	46.7 	47.3 	9.4 	8.5 	.464 	19.5 	29.2 	.296
180 	Milwaukee 	33 	20 	13 	.606 	-1.37 	-0.65 	7 	9 	9 	7 	11 	6 	2343 	2333 		68.0 	102.7 	.358 	.328 	.530 	51.3 	47.3 	10.1 	9.2 	.487 	16.2 	31.6 	.266
181 	Minnesota 	31 	19 	12 	.613 	12.71 	8.81 	8 	10 	15 	4 	4 	8 	2231 	2099 		64.9 	102.7 	.394 	.347 	.529 	48.5 	55.1 	9.1 	12.0 	.484 	16.4 	31.3 	.289
182 	Mississippi State 	31 	13 	18 	.419 	-1.14 	2.76 	3 	15 	13 	8 	0 	10 	2086 	2207 		68.5 	103.1 	.333 	.351 	.543 	52.0 	51.1 	9.4 	9.5 	.509 	17.9 	30.7 	.238
183 	Mississippi Valley State 	31 	9 	22 	.290 	-20.20 	-7.60 	5 	13 	7 	4 	2 	18 	2230 	2503 		74.0 	109.1 	.474 	.261 	.576 	52.2 	41.7 	9.7 	9.2 	.546 	17.3 	27.0 	.321
184 	Mississippi 	31 	18 	13 	.581 	8.03 	5.70 	9 	9 	13 	5 	5 	8 	2331 	2259 		69.4 	103.7 	.416 	.375 	.526 	51.7 	61.1 	7.6 	11.8 	.487 	17.0 	33.5 	.287
185 	Missouri-Kansas City 	29 	10 	19 	.345 	-8.56 	-1.35 	7 	9 	5 	9 	5 	10 	2015 	2222 		71.6 	107.0 	.421 	.351 	.562 	53.2 	54.1 	8.9 	12.0 	.525 	17.2 	28.8 	.301
186 	Missouri State 	32 	20 	12 	.625 	1.06 	1.38 	9 	9 	15 	4 	5 	8 	2199 	2185 		64.9 	104.0 	.435 	.368 	.543 	50.8 	55.6 	8.6 	10.4 	.511 	16.2 	28.1 	.289
187 	Missouri 	31 	21 	10 	.677 	10.99 	6.89 	9 	9 	17 	2 	4 	8 	2265 	2138 		65.9 	104.2 	.379 	.380 	.511 	46.3 	51.8 	8.4 	10.7 	.473 	13.6 	36.0 	.260
188 	Monmouth 	32 	11 	21 	.344 	-6.83 	-2.77 	5 	15 	8 	9 	3 	12 	2208 	2338 		69.6 	103.8 	.486 	.413 	.552 	49.4 	52.2 	9.1 	17.9 	.513 	18.7 	28.1 	.334
189 	Montana State 	31 	14 	17 	.452 	-10.04 	-5.18 	9 	11 	9 	5 	5 	12 	2109 	2165 		66.0 	105.4 	.384 	.371 	.569 	51.2 	52.1 	9.0 	8.2 	.534 	17.7 	24.1 	.278
190 	Montana 	29 	17 	12 	.586 	-3.43 	-4.43 	12 	8 	11 	3 	6 	9 	2060 	2000 		61.4 	110.0 	.447 	.300 	.561 	54.8 	43.1 	7.4 	8.0 	.531 	16.5 	37.2 	.298
191 	Morehead State 	33 	20 	13 	.606 	-1.76 	-3.34 	10 	6 	10 	5 	10 	8 	2536 	2406 		70.8 	101.1 	.504 	.336 	.553 	44.1 	55.6 	9.7 	14.1 	.508 	19.1 	25.5 	.356
192 	Morgan State 	28 	13 	15 	.464 	-6.03 	-4.50 	11 	5 	7 	5 	6 	10 	1993 	2036 		69.1 	102.9 	.444 	.289 	.527 	50.2 	52.4 	8.5 	9.8 	.491 	17.2 	31.2 	.295
193 	Mount St. Mary's 	31 	15 	16 	.484 	-6.36 	-4.03 	9 	7 	10 	3 	5 	13 	2352 	2424 		70.3 	110.4 	.343 	.239 	.567 	53.3 	45.6 	8.2 	6.2 	.535 	16.3 	30.9 	.250
194 	Murray State 	29 	18 	11 	.621 	-1.49 	-4.31 	13 	3 	13 	1 	5 	10 	2247 	2116 		68.3 	106.0 	.371 	.278 	.533 	48.4 	46.8 	8.9 	7.6 	.502 	14.8 	33.3 	.250
195 	Navy 	30 	9 	21 	.300 	-11.56 	-5.07 	4 	14 	7 	6 	2 	15 	1820 	1957 		62.9 	102.4 	.429 	.374 	.547 	50.7 	56.3 	10.0 	10.2 	.505 	18.4 	25.2 	.307
196 	Nebraska-Omaha 	30 	16 	14 	.533 	-0.13 	-2.13 	5 	9 	10 	4 	6 	10 	2405 	2243 		73.6 	100.8 	.368 	.300 	.546 	51.4 	50.7 	8.8 	9.4 	.509 	19.2 	30.0 	.265
197 	Nebraska 	30 	19 	11 	.633 	10.95 	8.61 	11 	7 	15 	1 	4 	10 	2010 	1940 		65.2 	99.2 	.428 	.358 	.516 	51.0 	50.9 	7.9 	9.2 	.476 	16.6 	29.4 	.289
198 	Nevada-Las Vegas 	31 	19 	12 	.613 	9.18 	2.89 	10 	8 	12 	7 	7 	5 	2233 	2038 		66.8 	97.6 	.256 	.276 	.474 	47.6 	47.0 	7.7 	8.0 	.443 	13.0 	33.4 	.176
199 	Nevada 	31 	15 	16 	.484 	2.68 	3.81 	10 	8 	7 	9 	8 	7 	2254 	2289 		65.1 	109.9 	.396 	.363 	.545 	50.3 	56.0 	7.3 	9.1 	.500 	13.6 	31.3 	.295
200 	New Hampshire 	30 	6 	24 	.200 	-13.69 	-5.62 	4 	12 	3 	12 	3 	12 	1735 	1945 		63.5 	101.6 	.435 	.339 	.512 	50.8 	50.8 	9.8 	8.0 	.462 	14.7 	28.3 	.312
201 	New Mexico State 	32 	23 	9 	.719 	6.58 	-2.48 	12 	4 	15 	2 	8 	7 	2487 	2156 		67.7 	98.8 	.337 	.218 	.484 	46.6 	40.1 	7.9 	5.3 	.438 	14.2 	40.2 	.246
202 	New Mexico 	30 	24 	6 	.800 	13.01 	4.75 	15 	3 	13 	2 	11 	4 	2236 	1988 		65.6 	99.4 	.306 	.350 	.491 	46.4 	50.3 	8.4 	7.8 	.450 	13.1 	33.0 	.225
203 	New Orleans 	26 	11 	15 	.423 	-14.66 	-5.16 	8 	10 	6 	6 	5 	9 	1858 	1987 		72.6 	105.3 	.419 	.295 	.552 	48.3 	57.2 	12.2 	10.9 	.517 	18.0 	30.2 	.291
204 	Niagara 	33 	7 	26 	.212 	-8.08 	-1.26 	3 	17 	4 	12 	3 	14 	2484 	2709 		73.8 	111.2 	.506 	.317 	.584 	52.4 	54.7 	8.0 	11.0 	.547 	17.7 	29.9 	.355
205 	Nicholls State 	27 	13 	14 	.481 	-12.68 	-7.14 	10 	8 	9 	2 	4 	12 	1843 	1962 		66.6 	108.1 	.612 	.284 	.570 	52.4 	49.5 	9.0 	8.4 	.518 	17.3 	27.4 	.435
206 	NJIT 	29 	13 	16 	.448 	-12.35 	-7.31 	0 	0 	7 	6 	6 	10 	2109 	2061 		68.8 	102.4 	.442 	.397 	.532 	50.9 	57.5 	9.0 	13.6 	.490 	17.0 	32.3 	.308
207 	Norfolk State 	31 	18 	13 	.581 	-7.63 	-7.52 	11 	5 	9 	5 	9 	8 	2272 	2225 		66.9 	106.4 	.445 	.390 	.541 	47.5 	52.4 	9.0 	10.5 	.497 	16.3 	34.0 	.316
208 	North Carolina-Asheville 	32 	17 	15 	.531 	-6.79 	-5.48 	10 	6 	12 	3 	5 	12 	2486 	2424 		70.2 	107.1 	.403 	.319 	.530 	47.9 	52.7 	9.9 	9.6 	.493 	14.5 	37.2 	.278
209 	North Carolina A&T 	31 	9 	22 	.290 	-16.05 	-6.91 	5 	11 	7 	5 	2 	17 	2042 	2289 		67.6 	107.9 	.528 	.376 	.547 	49.7 	60.2 	10.1 	11.1 	.504 	15.8 	31.7 	.362
210 	North Carolina Central 	30 	25 	5 	.833 	3.02 	-8.55 	16 	1 	14 	0 	11 	5 	2207 	1777 		65.0 	89.6 	.437 	.366 	.481 	47.6 	49.5 	8.4 	13.2 	.430 	21.0 	34.9 	.303
211 	North Carolina-Greensboro 	32 	14 	18 	.438 	-12.11 	-5.90 	7 	9 	10 	8 	4 	10 	2267 	2373 		70.6 	104.3 	.446 	.336 	.537 	48.9 	47.6 	9.0 	7.9 	.495 	14.9 	28.0 	.313
212 	North Carolina State 	31 	19 	12 	.613 	8.04 	6.71 	9 	9 	13 	6 	6 	6 	2207 	2166 		65.5 	105.4 	.427 	.308 	.520 	50.4 	48.8 	8.9 	9.1 	.471 	15.0 	36.7 	.309
213 	North Carolina-Wilmington 	32 	9 	23 	.281 	-8.47 	-0.50 	3 	13 	6 	8 	3 	15 	2018 	2221 		64.8 	105.5 	.405 	.349 	.525 	51.2 	48.4 	10.5 	11.0 	.494 	14.8 	30.7 	.265
214 	North Carolina 	31 	23 	8 	.742 	15.58 	7.93 	13 	5 	16 	3 	7 	5 	2367 	2130 		69.8 	97.7 	.407 	.343 	.502 	46.5 	46.0 	8.5 	10.7 	.462 	16.8 	31.6 	.274
215 	North Dakota State 	30 	24 	6 	.800 	6.93 	-0.51 	12 	2 	13 	1 	11 	5 	2308 	1969 		64.4 	101.9 	.394 	.347 	.537 	45.9 	51.1 	8.1 	5.4 	.490 	16.4 	29.4 	.295
216 	North Dakota 	30 	15 	15 	.500 	-5.93 	-3.08 	12 	8 	11 	4 	4 	11 	2226 	2219 		68.9 	107.4 	.472 	.260 	.578 	51.8 	44.8 	7.8 	8.4 	.535 	19.1 	28.0 	.345
217 	North Florida 	32 	16 	16 	.500 	-7.40 	-3.20 	10 	8 	9 	5 	7 	11 	2318 	2377 		69.2 	106.9 	.400 	.275 	.537 	48.0 	43.9 	11.8 	9.0 	.506 	13.8 	30.8 	.265
218 	North Texas 	30 	15 	15 	.500 	-3.87 	-0.66 	6 	10 	9 	7 	6 	8 	2104 	2185 		70.2 	102.8 	.422 	.301 	.522 	50.4 	44.4 	8.5 	10.1 	.483 	15.3 	29.7 	.289
219 	Northeastern 	32 	11 	21 	.344 	-2.72 	0.09 	7 	9 	4 	8 	7 	13 	2109 	2199 		64.8 	104.9 	.334 	.305 	.537 	48.7 	47.1 	10.2 	12.1 	.508 	15.0 	28.9 	.228
220 	Northern Arizona 	31 	15 	16 	.484 	-5.94 	-3.71 	12 	8 	9 	4 	6 	12 	2084 	2127 		63.8 	106.8 	.399 	.356 	.563 	47.5 	51.2 	9.2 	8.3 	.528 	16.5 	26.8 	.284
221 	Northern Colorado 	29 	17 	12 	.586 	-3.23 	-5.64 	11 	9 	13 	2 	4 	10 	2168 	2040 		64.8 	107.5 	.429 	.335 	.568 	47.6 	51.2 	7.4 	10.1 	.527 	16.7 	28.2 	.312
222 	Northern Illinois 	31 	15 	16 	.484 	-2.84 	-0.68 	8 	10 	10 	7 	5 	9 	1944 	1959 		63.9 	96.9 	.447 	.388 	.509 	46.9 	51.7 	10.1 	11.7 	.470 	18.1 	29.3 	.293
223 	Northern Iowa 	31 	16 	15 	.516 	5.57 	3.14 	10 	8 	11 	3 	5 	12 	2256 	2149 		65.6 	104.9 	.373 	.362 	.545 	50.6 	46.4 	8.9 	8.2 	.508 	15.3 	27.4 	.267
224 	Northern Kentucky 	30 	9 	21 	.300 	-10.51 	-4.95 	5 	13 	7 	9 	2 	12 	2044 	2211 		64.3 	113.2 	.488 	.338 	.572 	52.3 	46.5 	8.8 	11.5 	.533 	14.7 	30.8 	.342
225 	Northwestern State 	29 	16 	13 	.552 	-3.52 	-4.33 	12 	6 	10 	3 	6 	10 	2520 	2442 		78.2 	105.9 	.417 	.312 	.544 	51.8 	54.3 	8.6 	7.9 	.510 	17.9 	37.7 	.282
226 	Northwestern 	31 	13 	18 	.419 	4.59 	8.34 	6 	12 	8 	10 	5 	8 	1846 	1962 		62.8 	99.9 	.392 	.300 	.497 	52.9 	55.5 	9.7 	10.5 	.460 	14.2 	31.1 	.258
227 	Notre Dame 	31 	15 	16 	.484 	9.05 	7.21 	6 	12 	13 	7 	2 	9 	2234 	2177 		64.0 	107.7 	.310 	.330 	.546 	48.9 	57.0 	9.2 	9.7 	.509 	14.5 	30.2 	.233
228 	Oakland 	33 	13 	20 	.394 	-1.83 	3.18 	7 	9 	10 	7 	3 	13 	2455 	2554 		68.8 	111.2 	.424 	.403 	.595 	53.8 	61.5 	8.0 	10.8 	.563 	17.7 	26.7 	.304
229 	Ohio State 	31 	23 	8 	.742 	19.12 	8.22 	10 	8 	17 	3 	6 	5 	2170 	1832 		64.8 	90.4 	.293 	.316 	.485 	50.2 	42.5 	5.6 	8.2 	.448 	19.4 	30.9 	.209
230 	Ohio 	32 	22 	10 	.688 	3.69 	-0.66 	11 	7 	12 	6 	10 	4 	2297 	2134 		66.4 	98.6 	.423 	.316 	.505 	49.4 	49.9 	10.2 	6.8 	.458 	16.3 	33.9 	.297
231 	Oklahoma State 	31 	20 	11 	.645 	20.00 	8.39 	8 	10 	14 	3 	6 	8 	2501 	2141 		69.8 	97.0 	.398 	.336 	.500 	50.8 	46.6 	8.8 	9.6 	.458 	17.2 	35.2 	.273
232 	Oklahoma 	31 	23 	8 	.742 	16.03 	9.39 	12 	6 	16 	3 	7 	5 	2556 	2350 		72.3 	104.0 	.375 	.353 	.531 	49.0 	47.2 	8.2 	8.3 	.493 	15.5 	30.8 	.267
233 	Old Dominion 	31 	15 	16 	.484 	-1.68 	-0.55 	9 	7 	10 	8 	5 	8 	1972 	2007 		64.3 	99.8 	.447 	.322 	.517 	48.7 	51.1 	10.1 	11.1 	.474 	17.0 	29.8 	.305
