125 	Illinois-Chicago 	31 	6 	25 	.194 	-6.79 	1.00 	1 	15 	4 	13 	2 	12 	2071 	2248 		714 	1696 	.421 	172 	525 	.328 	471 	660 	.714 	336 	1054 	346 	171 	55 	388 	672
126 	Illinois State 	31 	16 	15 	.516 	1.17 	2.10 	9 	9 	13 	5 	3 	10 	2135 	2146 		705 	1719 	.410 	230 	722 	.319 	495 	699 	.708 	300 	1064 	379 	244 	143 	386 	641
127 	Illinois 	31 	18 	13 	.581 	10.50 	8.57 	7 	11 	12 	7 	6 	6 	2006 	1946 		709 	1736 	.408 	188 	592 	.318 	400 	552 	.725 	345 	1056 	314 	190 	115 	327 	532
128 	Incarnate Word 	27 	21 	6 	.778 	-8.09 	-10.35 	9 	5 	14 	1 	7 	5 	2216 	1935 		771 	1581 	.488 	203 	522 	.389 	471 	688 	.685 	301 	1070 	426 	177 	115 	382 	480
129 	Indiana State 	33 	23 	10 	.697 	3.79 	0.98 	12 	6 	14 	4 	9 	6 	2345 	2237 		790 	1741 	.454 	213 	610 	.349 	552 	766 	.721 	291 	1097 	428 	191 	117 	370 	625
130 	Indiana 	31 	17 	14 	.548 	12.09 	6.93 	7 	11 	15 	5 	2 	9 	2258 	2098 		762 	1691 	.451 	170 	493 	.345 	564 	774 	.729 	385 	1207 	353 	187 	134 	466 	569
131 	Iona 	32 	22 	10 	.688 	5.85 	-0.43 	17 	3 	12 	3 	10 	7 	2672 	2471 		915 	1880 	.487 	330 	834 	.396 	512 	720 	.711 	280 	1058 	556 	212 	118 	337 	566
132 	Iowa State 	30 	23 	7 	.767 	18.80 	9.80 	11 	7 	16 	1 	7 	6 	2476 	2206 		875 	1872 	.467 	247 	729 	.339 	479 	695 	.689 	305 	1173 	558 	180 	92 	313 	522
133 	Iowa 	31 	20 	11 	.645 	20.22 	7.76 	9 	9 	15 	5 	5 	6 	2562 	2176 		875 	1863 	.470 	181 	505 	.358 	631 	865 	.729 	420 	1264 	505 	225 	157 	355 	559
134 	IPFW 	33 	24 	9 	.727 	0.46 	-3.84 	10 	4 	16 	2 	8 	7 	2525 	2298 		882 	1797 	.491 	263 	666 	.395 	498 	750 	.664 	344 	1115 	478 	231 	83 	413 	550
135 	IUPUI 	32 	6 	26 	.188 	-13.83 	-0.86 	1 	13 	5 	10 	1 	16 	2126 	2383 		782 	1784 	.438 	140 	450 	.311 	422 	569 	.742 	261 	995 	333 	161 	98 	354 	516
136 	Jackson State 	30 	11 	19 	.367 	-10.36 	-7.66 	7 	11 	6 	6 	5 	13 	1966 	2047 		684 	1648 	.415 	113 	393 	.288 	485 	667 	.727 	358 	1066 	281 	180 	93 	451 	686
137 	Jacksonville State 	31 	10 	21 	.323 	-11.95 	-5.12 	4 	12 	7 	6 	3 	15 	2014 	2176 		685 	1633 	.419 	175 	541 	.323 	469 	695 	.675 	336 	950 	366 	195 	110 	351 	601
138 	Jacksonville 	30 	12 	18 	.400 	-11.87 	-4.87 	8 	10 	10 	5 	2 	13 	2231 	2385 		756 	1729 	.437 	188 	553 	.340 	531 	749 	.709 	362 	1027 	393 	220 	105 	409 	565
139 	James Madison 	31 	11 	20 	.355 	-7.37 	-1.91 	6 	10 	6 	8 	5 	12 	1961 	2130 		647 	1582 	.409 	151 	553 	.273 	514 	750 	.685 	314 	1045 	272 	182 	96 	379 	607
140 	Kansas State 	31 	20 	11 	.645 	12.88 	8.55 	10 	8 	17 	2 	3 	9 	2146 	2012 		749 	1732 	.432 	185 	560 	.330 	463 	706 	.656 	391 	1123 	479 	191 	92 	381 	671
141 	Kansas 	31 	23 	8 	.742 	21.77 	11.90 	14 	4 	17 	2 	6 	6 	2467 	2161 		850 	1711 	.497 	175 	501 	.349 	592 	838 	.706 	368 	1177 	475 	184 	179 	409 	659
142 	Kennesaw State 	31 	6 	25 	.194 	-16.10 	-4.00 	3 	15 	4 	11 	2 	14 	2016 	2304 		708 	1676 	.422 	192 	559 	.343 	408 	628 	.650 	346 	1019 	344 	182 	95 	494 	673
143 	Kent State 	32 	16 	16 	.500 	-1.20 	-1.33 	7 	11 	11 	7 	5 	9 	2228 	2188 		766 	1787 	.429 	232 	670 	.346 	464 	660 	.703 	341 	1074 	361 	199 	108 	391 	670
144 	Kentucky 	31 	22 	9 	.710 	17.42 	8.19 	12 	6 	17 	3 	5 	6 	2366 	2080 		786 	1739 	.452 	154 	488 	.316 	640 	934 	.685 	459 	1278 	355 	149 	191 	385 	584
145 	La Salle 	30 	15 	15 	.500 	4.67 	5.00 	7 	9 	11 	7 	4 	8 	2028 	2038 		694 	1695 	.409 	172 	526 	.327 	468 	660 	.709 	361 	1077 	374 	171 	104 	350 	482
146 	Lafayette 	31 	11 	20 	.355 	-7.16 	-2.89 	6 	12 	6 	7 	5 	13 	2212 	2315 		781 	1661 	.470 	231 	580 	.398 	419 	563 	.744 	264 	927 	400 	162 	66 	384 	555
147 	Lamar 	30 	4 	26 	.133 	-16.15 	-5.59 	3 	15 	3 	11 	1 	15 	2001 	2318 		711 	1628 	.437 	97 	315 	.308 	482 	648 	.744 	278 	945 	361 	160 	86 	420 	554
148 	Lehigh 	32 	14 	18 	.438 	-6.13 	-3.44 	7 	11 	10 	6 	4 	12 	2121 	2207 		758 	1756 	.432 	199 	555 	.359 	406 	574 	.707 	280 	1067 	416 	159 	112 	384 	572
149 	Liberty 	32 	11 	21 	.344 	-10.30 	-7.51 	5 	11 	8 	9 	3 	12 	2250 	2234 		816 	1781 	.458 	180 	502 	.359 	438 	622 	.704 	403 	1186 	423 	150 	110 	424 	564
150 	Lipscomb 	30 	15 	15 	.500 	-8.33 	-5.26 	10 	8 	7 	5 	8 	10 	2276 	2355 		727 	1683 	.432 	275 	778 	.353 	547 	800 	.684 	291 	991 	416 	202 	57 	376 	661
151 	Long Beach State 	30 	14 	16 	.467 	2.36 	3.89 	10 	6 	9 	6 	5 	10 	2093 	2117 		774 	1800 	.430 	177 	574 	.308 	368 	554 	.664 	410 	1113 	375 	181 	74 	368 	538
152 	Long Island University 	29 	9 	20 	.310 	-13.33 	-5.23 	4 	12 	5 	7 	4 	13 	2080 	2315 		707 	1653 	.428 	218 	631 	.345 	448 	625 	.717 	325 	1001 	407 	125 	66 	371 	509
153 	Longwood 	32 	8 	24 	.250 	-20.28 	-5.53 	3 	13 	5 	11 	3 	13 	2235 	2570 		812 	1845 	.440 	180 	513 	.351 	431 	591 	.729 	309 	998 	430 	216 	58 	408 	623
154 	Louisiana-Lafayette 	31 	20 	11 	.645 	3.13 	-0.59 	11 	7 	14 	2 	6 	9 	2523 	2319 		872 	1867 	.467 	216 	596 	.362 	563 	832 	.677 	422 	1171 	417 	229 	127 	432 	655
155 	Louisiana-Monroe 	26 	10 	16 	.385 	-4.63 	0.69 	7 	11 	6 	6 	4 	10 	1673 	1783 		604 	1409 	.429 	138 	428 	.322 	327 	517 	.632 	272 	904 	326 	151 	93 	348 	480
156 	Louisiana State 	30 	18 	12 	.600 	10.54 	6.28 	9 	9 	14 	4 	4 	8 	2267 	2139 		817 	1843 	.443 	197 	589 	.334 	436 	641 	.680 	407 	1199 	421 	237 	183 	418 	565
157 	Louisiana Tech 	31 	25 	6 	.806 	12.84 	-2.33 	13 	3 	15 	2 	10 	4 	2521 	2019 		872 	1906 	.458 	232 	722 	.321 	545 	800 	.681 	398 	1224 	499 	294 	163 	358 	586
158 	Louisville 	31 	26 	5 	.839 	24.12 	4.15 	15 	3 	16 	3 	10 	2 	2535 	1916 		892 	1876 	.475 	251 	671 	.374 	500 	765 	.654 	419 	1162 	484 	309 	148 	325 	618
159 	Loyola (IL) 	32 	10 	22 	.313 	-4.48 	-0.87 	4 	14 	9 	6 	1 	16 	2105 	2199 		744 	1609 	.462 	191 	546 	.350 	426 	606 	.703 	266 	973 	419 	176 	82 	426 	622
160 	Loyola Marymount 	32 	13 	19 	.406 	0.05 	4.57 	4 	14 	9 	8 	4 	11 	2345 	2468 		838 	1916 	.437 	141 	479 	.294 	528 	693 	.762 	385 	1081 	404 	227 	118 	389 	645
161 	Loyola (MD) 	30 	11 	19 	.367 	-10.21 	-2.87 	6 	12 	7 	7 	4 	12 	1957 	2158 		680 	1642 	.414 	145 	452 	.321 	452 	678 	.667 	329 	935 	336 	236 	128 	357 	584
162 	Maine 	29 	6 	23 	.207 	-17.36 	-4.50 	4 	12 	5 	10 	1 	13 	2091 	2404 		759 	1712 	.443 	182 	543 	.335 	391 	577 	.678 	271 	966 	418 	220 	66 	438 	606
163 	Manhattan 	32 	25 	7 	.781 	5.72 	-1.66 	15 	5 	11 	3 	14 	4 	2476 	2240 		805 	1786 	.451 	205 	559 	.367 	661 	998 	.662 	408 	1203 	422 	265 	195 	453 	772
164 	Marist 	31 	12 	19 	.387 	-4.92 	-1.24 	9 	11 	9 	7 	3 	12 	2119 	2233 		709 	1736 	.408 	201 	580 	.347 	500 	700 	.714 	334 	1057 	342 	202 	122 	384 	583
165 	Marquette 	31 	17 	14 	.548 	11.01 	7.34 	9 	9 	12 	6 	5 	8 	2245 	2131 		774 	1755 	.441 	149 	469 	.318 	548 	792 	.692 	373 	1138 	459 	199 	97 	368 	611
166 	Marshall 	31 	10 	21 	.323 	-3.80 	-0.87 	4 	12 	8 	9 	2 	12 	2264 	2243 		792 	1824 	.434 	192 	615 	.312 	488 	782 	.624 	397 	1159 	387 	201 	118 	402 	615
167 	Maryland-Baltimore County 	30 	9 	21 	.300 	-13.89 	-6.23 	5 	11 	8 	5 	1 	16 	1968 	2185 		669 	1667 	.401 	173 	570 	.304 	457 	698 	.655 	342 	1017 	355 	240 	84 	450 	702
168 	Maryland-Eastern Shore 	30 	6 	24 	.200 	-16.71 	-6.28 	4 	12 	5 	9 	1 	15 	1996 	2251 		656 	1637 	.401 	180 	558 	.323 	504 	699 	.721 	354 	979 	339 	196 	62 	379 	584
169 	Maryland 	31 	17 	14 	.548 	11.55 	8.13 	9 	9 	14 	4 	3 	10 	2205 	2099 		772 	1793 	.431 	218 	637 	.342 	443 	655 	.676 	377 	1174 	366 	191 	134 	396 	614
170 	Massachusetts-Lowell 	28 	10 	18 	.357 	-13.39 	-4.20 	8 	8 	6 	6 	4 	12 	1718 	1938 		570 	1447 	.394 	192 	588 	.327 	386 	548 	.704 	268 	880 	335 	166 	73 	377 	517
171 	Massachusetts 	30 	23 	7 	.767 	11.81 	5.97 	10 	6 	13 	2 	10 	5 	2293 	2118 		827 	1777 	.465 	164 	462 	.355 	475 	704 	.675 	364 	1156 	469 	197 	171 	404 	580
172 	McNeese State 	30 	11 	19 	.367 	-13.01 	-3.69 	9 	9 	8 	3 	3 	16 	2049 	2292 		711 	1793 	.397 	194 	642 	.302 	433 	625 	.693 	387 	1097 	359 	206 	114 	388 	536
173 	Memphis 	31 	23 	8 	.742 	13.99 	6.46 	12 	6 	17 	2 	6 	6 	2430 	2181 		893 	1842 	.485 	168 	499 	.337 	476 	727 	.655 	389 	1169 	550 	270 	150 	419 	565
174 	Mercer 	34 	26 	8 	.765 	5.03 	-4.71 	14 	4 	17 	1 	9 	7 	2695 	2256 		933 	1961 	.476 	277 	720 	.385 	552 	754 	.732 	395 	1290 	558 	205 	143 	406 	630
175 	Miami (FL) 	31 	16 	15 	.516 	8.23 	5.97 	7 	11 	8 	8 	8 	7 	1914 	1844 		674 	1603 	.420 	176 	539 	.327 	390 	574 	.679 	343 	1073 	327 	156 	117 	312 	491
176 	Miami (OH) 	30 	13 	17 	.433 	-3.63 	0.75 	8 	10 	8 	6 	5 	11 	1968 	2097 		703 	1607 	.437 	141 	476 	.296 	421 	558 	.754 	253 	931 	377 	265 	71 	410 	518
177 	Michigan State 	31 	23 	8 	.742 	19.52 	9.10 	12 	6 	15 	4 	8 	4 	2363 	2040 		844 	1788 	.472 	257 	651 	.395 	418 	601 	.696 	337 	1150 	534 	219 	146 	361 	590
178 	Michigan 	30 	23 	7 	.767 	19.66 	9.39 	15 	3 	14 	2 	9 	5 	2264 	1956 		782 	1628 	.480 	252 	635 	.397 	448 	587 	.763 	268 	969 	436 	155 	75 	281 	439
179 	Middle Tennessee 	31 	23 	8 	.742 	4.89 	-0.81 	13 	3 	14 	2 	9 	6 	2208 	1943 		770 	1697 	.454 	166 	490 	.339 	502 	753 	.667 	377 	1136 	417 	228 	146 	382 	620
180 	Milwaukee 	33 	20 	13 	.606 	-1.37 	-0.65 	7 	9 	9 	7 	11 	6 	2343 	2333 		768 	1768 	.434 	230 	712 	.323 	577 	790 	.730 	317 	1110 	451 	195 	82 	447 	597
181 	Minnesota 	31 	19 	12 	.613 	12.71 	8.81 	8 	10 	15 	4 	4 	8 	2231 	2099 		764 	1699 	.450 	217 	625 	.347 	486 	650 	.748 	338 	1071 	429 	236 	130 	371 	596
182 	Mississippi State 	31 	13 	18 	.419 	-1.14 	2.76 	3 	15 	13 	8 	0 	10 	2086 	2207 		734 	1673 	.439 	141 	471 	.299 	477 	720 	.663 	305 	1017 	372 	241 	85 	429 	538
183 	Mississippi Valley State 	31 	9 	22 	.290 	-20.20 	-7.60 	5 	13 	7 	4 	2 	18 	2230 	2503 		786 	1868 	.421 	195 	618 	.316 	463 	689 	.672 	353 	1073 	343 	239 	58 	454 	686
184 	Mississippi 	31 	18 	13 	.581 	8.03 	5.70 	9 	9 	13 	5 	5 	8 	2331 	2259 		784 	1883 	.416 	244 	706 	.346 	519 	745 	.697 	406 	1136 	391 	232 	176 	351 	587
185 	Missouri-Kansas City 	29 	10 	19 	.345 	-8.56 	-1.35 	7 	9 	5 	9 	5 	10 	2015 	2222 		705 	1647 	.428 	161 	529 	.304 	444 	701 	.633 	287 	955 	332 	212 	67 	385 	596
186 	Missouri State 	32 	20 	12 	.625 	1.06 	1.38 	9 	9 	15 	4 	5 	8 	2199 	2185 		737 	1707 	.432 	223 	621 	.359 	502 	710 	.707 	291 	1046 	385 	156 	93 	353 	638
187 	Missouri 	31 	21 	10 	.677 	10.99 	6.89 	9 	9 	17 	2 	4 	8 	2265 	2138 		740 	1616 	.458 	185 	530 	.349 	600 	812 	.739 	345 	1152 	325 	145 	104 	385 	593
188 	Monmouth 	32 	11 	21 	.344 	-6.83 	-2.77 	5 	15 	8 	9 	3 	12 	2208 	2338 		776 	1847 	.420 	177 	527 	.336 	479 	749 	.640 	413 	1184 	386 	222 	96 	462 	698
189 	Montana State 	31 	14 	17 	.452 	-10.04 	-5.18 	9 	11 	9 	5 	5 	12 	2109 	2165 		736 	1661 	.443 	185 	522 	.354 	452 	636 	.711 	267 	966 	325 	203 	50 	357 	561
190 	Montana 	29 	17 	12 	.586 	-3.43 	-4.43 	12 	8 	11 	3 	6 	9 	2060 	2000 		678 	1422 	.477 	221 	583 	.379 	483 	653 	.740 	203 	780 	329 	147 	73 	288 	591
191 	Morehead State 	33 	20 	13 	.606 	-1.76 	-3.34 	10 	6 	10 	5 	10 	8 	2536 	2406 		838 	1867 	.449 	180 	608 	.296 	680 	971 	.700 	467 	1269 	445 	264 	100 	516 	773
192 	Morgan State 	28 	13 	15 	.464 	-6.03 	-4.50 	11 	5 	7 	5 	6 	10 	1993 	2036 		718 	1681 	.427 	126 	486 	.259 	431 	711 	.606 	398 	1066 	353 	178 	142 	357 	580
193 	Mount St. Mary's 	31 	15 	16 	.484 	-6.36 	-4.03 	9 	7 	10 	3 	5 	13 	2352 	2424 		789 	1810 	.436 	276 	779 	.354 	498 	669 	.744 	314 	998 	364 	223 	95 	372 	587
194 	Murray State 	29 	18 	11 	.621 	-1.49 	-4.31 	13 	3 	13 	1 	5 	10 	2247 	2116 		758 	1597 	.475 	212 	563 	.377 	519 	788 	.659 	343 	1040 	375 	166 	112 	369 	554
195 	Navy 	30 	9 	21 	.300 	-11.56 	-5.07 	4 	14 	7 	6 	2 	15 	1820 	1957 		660 	1645 	.401 	201 	612 	.328 	299 	471 	.635 	335 	1006 	381 	195 	99 	376 	566
196 	Nebraska-Omaha 	30 	16 	14 	.533 	-0.13 	-2.13 	5 	9 	10 	4 	6 	10 	2405 	2243 		828 	1842 	.450 	210 	607 	.346 	539 	702 	.768 	313 	1024 	464 	250 	82 	373 	561
197 	Nebraska 	30 	19 	11 	.633 	10.95 	8.61 	11 	7 	15 	1 	4 	10 	2010 	1940 		674 	1570 	.429 	178 	523 	.340 	484 	677 	.715 	262 	1000 	288 	206 	90 	327 	603
198 	Nevada-Las Vegas 	31 	19 	12 	.613 	9.18 	2.89 	10 	8 	12 	7 	7 	5 	2233 	2038 		790 	1802 	.438 	184 	561 	.328 	469 	714 	.657 	397 	1247 	414 	153 	205 	346 	487
199 	Nevada 	31 	15 	16 	.484 	2.68 	3.81 	10 	8 	7 	9 	8 	7 	2254 	2289 		778 	1779 	.437 	209 	614 	.340 	489 	675 	.724 	343 	1084 	340 	153 	141 	324 	579
200 	New Hampshire 	30 	6 	24 	.200 	-13.69 	-5.62 	4 	12 	3 	12 	3 	12 	1735 	1945 		584 	1553 	.376 	211 	639 	.330 	356 	514 	.693 	286 	1026 	292 	121 	99 	392 	583
201 	New Mexico State 	32 	23 	9 	.719 	6.58 	-2.48 	12 	4 	15 	2 	8 	7 	2487 	2156 		835 	1710 	.488 	176 	478 	.368 	641 	941 	.681 	385 	1198 	421 	155 	207 	411 	547
202 	New Mexico 	30 	24 	6 	.800 	13.01 	4.75 	15 	3 	13 	2 	11 	4 	2236 	1988 		760 	1656 	.459 	177 	520 	.340 	539 	743 	.725 	320 	1144 	464 	150 	157 	311 	504
203 	New Orleans 	26 	11 	15 	.423 	-14.66 	-5.16 	8 	10 	6 	6 	5 	9 	1858 	1987 		615 	1434 	.429 	136 	402 	.338 	492 	722 	.681 	340 	968 	316 	172 	84 	437 	546
204 	Niagara 	33 	7 	26 	.212 	-8.08 	-1.26 	3 	17 	4 	12 	3 	14 	2484 	2709 		836 	1949 	.429 	166 	554 	.300 	646 	947 	.682 	409 	1132 	330 	230 	71 	450 	784
205 	Nicholls State 	27 	13 	14 	.481 	-12.68 	-7.14 	10 	8 	9 	2 	4 	12 	1843 	1962 		657 	1470 	.447 	162 	521 	.311 	367 	575 	.638 	263 	838 	353 	158 	72 	329 	638
206 	NJIT 	29 	13 	16 	.448 	-12.35 	-7.31 	0 	0 	7 	6 	6 	10 	2109 	2061 		728 	1638 	.444 	216 	578 	.374 	435 	603 	.721 	284 	990 	394 	187 	104 	379 	585
207 	Norfolk State 	31 	18 	13 	.581 	-7.63 	-7.52 	11 	5 	9 	5 	9 	8 	2272 	2225 		809 	1730 	.468 	174 	499 	.349 	480 	688 	.698 	391 	1102 	435 	191 	121 	418 	617
208 	North Carolina-Asheville 	32 	17 	15 	.531 	-6.79 	-5.48 	10 	6 	12 	3 	5 	12 	2486 	2424 		836 	1832 	.456 	223 	601 	.371 	591 	793 	.745 	385 	1202 	402 	207 	191 	438 	612
209 	North Carolina A&T 	31 	9 	22 	.290 	-16.05 	-6.91 	5 	11 	7 	5 	2 	17 	2042 	2289 		611 	1575 	.388 	167 	542 	.308 	653 	927 	.704 	369 	1112 	291 	148 	123 	473 	718
210 	North Carolina Central 	30 	25 	5 	.833 	3.02 	-8.55 	16 	1 	14 	0 	11 	5 	2207 	1777 		747 	1623 	.460 	156 	480 	.325 	557 	772 	.722 	359 	1068 	443 	245 	127 	350 	592
211 	North Carolina-Greensboro 	32 	14 	18 	.438 	-12.11 	-5.90 	7 	9 	10 	8 	4 	10 	2267 	2373 		808 	1835 	.440 	167 	488 	.342 	484 	704 	.688 	336 	1172 	380 	180 	75 	447 	681
212 	North Carolina State 	31 	19 	12 	.613 	8.04 	6.71 	9 	9 	13 	6 	6 	6 	2207 	2166 		819 	1789 	.458 	140 	462 	.303 	429 	655 	.655 	374 	1081 	396 	148 	130 	333 	580
213 	North Carolina-Wilmington 	32 	9 	23 	.281 	-8.47 	-0.50 	3 	13 	6 	8 	3 	15 	2018 	2221 		741 	1841 	.402 	139 	509 	.273 	397 	606 	.655 	390 	1148 	346 	191 	129 	367 	581
214 	North Carolina 	31 	23 	8 	.742 	15.58 	7.93 	13 	5 	16 	3 	7 	5 	2367 	2130 		862 	1855 	.465 	130 	383 	.339 	513 	822 	.624 	439 	1237 	486 	229 	151 	373 	618
215 	North Dakota State 	30 	24 	6 	.800 	6.93 	-0.51 	12 	2 	13 	1 	11 	5 	2308 	1969 		824 	1607 	.513 	163 	442 	.369 	497 	666 	.746 	289 	987 	358 	195 	133 	300 	538
216 	North Dakota 	30 	15 	15 	.500 	-5.93 	-3.08 	12 	8 	11 	4 	4 	11 	2226 	2219 		782 	1703 	.459 	184 	554 	.332 	478 	704 	.679 	325 	941 	374 	257 	83 	345 	612
217 	North Florida 	32 	16 	16 	.500 	-7.40 	-3.20 	10 	8 	9 	5 	7 	11 	2318 	2377 		789 	1784 	.442 	227 	633 	.359 	513 	725 	.708 	383 	1183 	401 	167 	126 	483 	600
218 	North Texas 	30 	15 	15 	.500 	-3.87 	-0.66 	6 	10 	9 	7 	6 	8 	2104 	2185 		736 	1741 	.423 	147 	444 	.331 	485 	725 	.669 	348 	1113 	306 	199 	105 	385 	607
219 	Northeastern 	32 	11 	21 	.344 	-2.72 	0.09 	7 	9 	4 	8 	7 	13 	2109 	2199 		734 	1692 	.434 	156 	481 	.324 	485 	752 	.645 	361 	1117 	371 	173 	110 	420 	553
220 	Northern Arizona 	31 	15 	16 	.484 	-5.94 	-3.71 	12 	8 	9 	4 	6 	12 	2084 	2127 		756 	1663 	.455 	163 	468 	.348 	409 	575 	.711 	332 	1023 	333 	193 	121 	390 	551
221 	Northern Colorado 	29 	17 	12 	.586 	-3.23 	-5.64 	11 	9 	13 	2 	4 	10 	2168 	2040 		787 	1594 	.494 	176 	453 	.389 	418 	607 	.689 	317 	944 	341 	168 	65 	336 	584
222 	Northern Illinois 	31 	15 	16 	.484 	-2.84 	-0.68 	8 	10 	10 	7 	5 	9 	1944 	1959 		631 	1608 	.392 	132 	477 	.277 	550 	806 	.682 	421 	1164 	262 	206 	101 	453 	621
223 	Northern Iowa 	31 	16 	15 	.516 	5.57 	3.14 	10 	8 	11 	3 	5 	12 	2256 	2149 		762 	1693 	.450 	264 	732 	.361 	468 	646 	.724 	272 	1022 	436 	175 	90 	330 	568
224 	Northern Kentucky 	30 	9 	21 	.300 	-10.51 	-4.95 	5 	13 	7 	9 	2 	12 	2044 	2211 		704 	1618 	.435 	228 	654 	.349 	408 	578 	.706 	286 	940 	334 	163 	89 	348 	624
225 	Northwestern State 	29 	16 	13 	.552 	-3.52 	-4.33 	12 	6 	10 	3 	6 	10 	2520 	2442 		904 	1915 	.472 	163 	489 	.333 	549 	741 	.741 	359 	1097 	488 	261 	156 	399 	599
226 	Northwestern 	31 	13 	18 	.419 	4.59 	8.34 	6 	12 	8 	10 	5 	8 	1846 	1962 		623 	1588 	.392 	199 	666 	.299 	401 	575 	.697 	239 	1021 	339 	135 	116 	336 	575
227 	Notre Dame 	31 	15 	16 	.484 	9.05 	7.21 	6 	12 	13 	7 	2 	9 	2234 	2177 		815 	1782 	.457 	222 	617 	.360 	382 	534 	.715 	335 	1058 	469 	180 	94 	325 	494
228 	Oakland 	33 	13 	20 	.394 	-1.83 	3.18 	7 	9 	10 	7 	3 	13 	2455 	2554 		821 	1890 	.434 	279 	754 	.370 	534 	731 	.731 	298 	1025 	522 	229 	61 	367 	658
229 	Ohio State 	31 	23 	8 	.742 	19.12 	8.22 	10 	8 	17 	3 	6 	5 	2170 	1832 		744 	1650 	.451 	185 	554 	.334 	497 	716 	.694 	300 	1042 	371 	235 	134 	341 	506
230 	Ohio 	32 	22 	10 	.688 	3.69 	-0.66 	11 	7 	12 	6 	10 	4 	2297 	2134 		813 	1771 	.459 	235 	672 	.350 	436 	618 	.706 	311 	1133 	476 	208 	139 	414 	626
231 	Oklahoma State 	31 	20 	11 	.645 	20.00 	8.39 	8 	10 	14 	3 	6 	8 	2501 	2141 		825 	1765 	.467 	221 	598 	.370 	630 	871 	.723 	299 	1108 	431 	232 	155 	331 	609
232 	Oklahoma 	31 	23 	8 	.742 	16.03 	9.39 	12 	6 	16 	3 	7 	5 	2556 	2350 		856 	1896 	.451 	261 	687 	.380 	583 	777 	.750 	365 	1171 	451 	213 	103 	357 	588
233 	Old Dominion 	31 	15 	16 	.484 	-1.68 	-0.55 	9 	7 	10 	8 	5 	8 	1972 	2007 		706 	1648 	.428 	160 	492 	.325 	400 	661 	.605 	366 	1103 	331 	193 	132 	417 	610
234 	Oral Roberts 	31 	16 	15 	.516 	-2.11 	-3.87 	10 	8 	9 	4 	7 	11 	2230 	2155 		783 	1696 	.462 	146 	412 	.354 	518 	714 	.725 	340 	1097 	380 	163 	137 	357 	609
235 	Oregon State 	30 	16 	14 	.533 	7.41 	6.64 	8 	10 	12 	4 	4 	10 	2259 	2236 		766 	1590 	.482 	168 	429 	.392 	559 	803 	.696 	297 	1045 	408 	150 	144 	406 	569
236 	Oregon 	30 	22 	8 	.733 	16.42 	7.89 	10 	8 	15 	3 	7 	5 	2468 	2212 		823 	1767 	.466 	231 	593 	.390 	591 	766 	.772 	325 	1043 	438 	242 	104 	351 	631
237 	Pacific 	30 	15 	15 	.500 	2.17 	4.69 	6 	12 	8 	7 	7 	8 	2176 	2238 		728 	1661 	.438 	192 	531 	.362 	528 	685 	.771 	335 	1041 	363 	152 	57 	367 	686
238 	Penn State 	31 	15 	16 	.484 	8.93 	8.09 	6 	12 	10 	8 	5 	8 	2232 	2206 		767 	1757 	.437 	194 	604 	.321 	504 	678 	.743 	316 	1078 	359 	139 	143 	328 	650
239 	Pennsylvania 	27 	8 	19 	.296 	-6.38 	0.25 	5 	8 	6 	8 	2 	11 	1846 	2025 		658 	1458 	.451 	135 	418 	.323 	395 	580 	.681 	257 	909 	393 	158 	93 	439 	612
240 	Pepperdine 	31 	15 	16 	.484 	1.42 	3.22 	8 	10 	8 	7 	7 	9 	2206 	2247 		773 	1701 	.454 	197 	551 	.358 	463 	661 	.700 	314 	1075 	428 	148 	134 	379 	584
241 	Pittsburgh 	31 	23 	8 	.742 	16.91 	6.81 	11 	7 	15 	5 	8 	3 	2252 	1939 		769 	1669 	.461 	160 	448 	.357 	554 	768 	.721 	378 	1117 	490 	215 	95 	328 	535
242 	Portland State 	29 	16 	13 	.552 	-6.34 	-5.26 	11 	9 	12 	5 	4 	8 	2122 	2082 		745 	1587 	.469 	181 	500 	.362 	451 	623 	.724 	263 	890 	392 	178 	63 	330 	558
243 	Portland 	31 	15 	16 	.484 	5.43 	2.40 	7 	11 	11 	6 	4 	10 	2327 	2233 		810 	1778 	.456 	191 	485 	.394 	516 	702 	.735 	339 	1116 	472 	184 	128 	366 	620
244 	Prairie View 	30 	8 	22 	.267 	-18.03 	-6.90 	6 	12 	6 	6 	2 	16 	2091 	2387 		724 	1748 	.414 	212 	615 	.345 	431 	670 	.643 	352 	1011 	320 	210 	68 	436 	662
245 	Presbyterian 	32 	6 	26 	.188 	-20.69 	-7.49 	2 	14 	5 	9 	1 	17 	2092 	2445 		772 	1724 	.448 	190 	538 	.353 	358 	529 	.677 	244 	980 	372 	141 	96 	398 	494
246 	Princeton 	27 	19 	8 	.704 	4.54 	-1.88 	7 	6 	10 	2 	9 	6 	1936 	1739 		641 	1430 	.448 	256 	701 	.365 	398 	551 	.722 	226 	885 	394 	170 	97 	301 	464
247 	Providence 	31 	20 	11 	.645 	11.46 	8.01 	10 	8 	14 	3 	6 	8 	2265 	2158 		753 	1772 	.425 	196 	563 	.348 	563 	719 	.783 	386 	1134 	432 	177 	155 	368 	538
248 	Purdue 	31 	15 	16 	.484 	8.45 	7.77 	5 	13 	13 	6 	2 	10 	2251 	2230 		798 	1868 	.427 	174 	528 	.330 	481 	717 	.671 	430 	1217 	406 	173 	161 	376 	641
